Date,Open,High,Low,Close,Volume
2023-02-27,297.51,298.74,297.50,298.51,338880
2023-02-28,297.20,301.00,297.20,300.13,1515599
2023-03-01,300.00,300.49,297.11,299.37,2570020
2023-03-02,300.44,304.90,299.50,304.48,3611311
2023-03-03,304.48,305.98,300.50,301.43,948551
2023-03-06,301.43,301.89,299.01,300.09,338169
2023-03-07,300.00,300.89,299.30,299.93,1733572
2023-03-08,300.50,300.50,299.00,299.69,1109791
2023-03-09,300.00,300.00,299.05,299.59,476593
2023-03-10,299.60,299.94,298.50,298.51,1255969
2023-03-13,298.51,299.38,297.40,298.30,8030821
2023-03-14,298.99,298.99,297.50,298.09,5990723
2023-03-15,298.50,298.50,294.51,294.99,3624039
2023-03-16,296.95,296.95,292.51,293.19,426059
2023-03-17,294.90,294.90,291.02,292.15,1037787
2023-03-20,293.00,293.00,284.99,286.85,2458246
2023-03-21,287.00,287.50,284.00,286.57,294796
2023-03-22,286.49,288.80,282.95,283.98,188312
2023-03-24,283.98,284.32,279.00,284.02,284841
2023-03-27,284.25,284.95,281.00,282.29,51501
2023-03-28,282.99,284.00,281.35,282.15,144428
2023-03-29,282.00,283.79,279.17,280.01,107502
2023-03-30,280.02,282.49,279.03,279.99,5429492
2023-03-31,281.99,281.99,275.50,276.78,2024645
2023-04-03,280.00,280.00,271.05,274.73,246609
2023-04-04,277.99,278.00,270.00,272.15,257312
2023-04-05,273.00,273.10,270.13,271.01,63513
2023-04-06,273.20,279.00,271.50,278.24,269441
2023-04-07,279.00,279.20,273.00,273.94,110822
2023-04-10,276.00,276.00,273.25,273.98,57081
2023-04-11,275.00,276.00,272.00,272.41,46844
2023-04-12,275.75,275.75,271.50,271.90,106528
2023-04-13,273.00,274.01,270.60,271.13,88447
2023-04-17,273.00,279.00,270.90,275.79,1820787
2023-04-18,278.15,287.50,273.02,285.15,1005904
2023-04-19,287.00,293.89,285.49,292.66,4278855
2023-04-20,300.00,314.60,298.10,309.61,5244073
2023-04-26,314.90,315.80,304.51,305.40,1359710
2023-04-27,306.00,308.50,303.52,306.47,748301
2023-04-28,307.00,310.49,305.11,307.33,1526632
2023-05-02,271.50,277.00,267.33,271.53,820629
2023-05-03,273.00,273.00,270.00,272.10,376823
2023-05-04,272.00,273.75,266.99,267.12,499718
2023-05-05,267.25,271.00,265.06,270.08,355874
2023-05-08,270.90,270.90,266.70,267.14,245591
2023-05-09,267.50,267.50,262.00,263.14,267716
2023-05-10,261.52,264.74,261.00,261.54,100092
2023-05-11,262.99,264.99,261.54,264.02,165501
2023-05-12,264.98,268.00,264.00,264.89,296761
2023-05-15,265.86,271.50,263.01,270.36,586473
2023-05-16,271.50,275.50,271.00,273.13,832473
2023-05-17,273.70,278.42,273.50,273.89,743418
2023-05-18,275.60,275.60,268.00,268.56,199082
2023-05-19,269.90,270.89,268.00,270.48,152754
2023-05-22,270.89,273.00,270.00,271.89,325714
2023-05-23,271.79,276.00,270.60,273.43,682835
2023-05-24,274.00,274.10,272.00,272.49,160692
2023-05-25,273.00,274.00,271.25,273.33,552665
2023-05-26,273.13,280.08,273.13,277.34,1976285
2023-05-29,279.00,286.00,277.42,280.81,658136
2023-05-30,280.01,283.65,280.01,282.17,330322
2023-05-31,282.00,284.50,281.50,282.89,527696
2023-06-01,283.98,283.98,281.00,281.21,50143
2023-06-02,283.25,283.25,274.01,274.46,580266
2023-06-05,272.52,275.00,271.25,272.88,165913
2023-06-06,272.80,279.90,272.10,277.98,481397
2023-06-07,276.55,278.90,275.20,275.85,209752
2023-06-08,275.55,278.88,272.50,272.96,315136
2023-06-09,274.70,275.87,271.01,273.26,266124
2023-06-12,272.10,275.00,271.10,271.80,149442
2023-06-13,273.25,273.50,268.00,268.76,215038
2023-06-14,267.00,271.20,267.00,270.40,323172
2023-06-15,270.50,271.00,267.70,268.33,176753
2023-06-16,270.60,270.60,266.00,266.45,292616
2023-06-19,268.89,268.99,260.00,260.80,710052
2023-06-20,260.10,262.68,260.00,261.06,357803
2023-06-21,263.00,263.00,258.00,258.42,152451
2023-06-22,259.99,259.99,255.05,255.85,109143
2023-06-23,255.70,258.10,254.40,255.25,125104
2023-06-26,256.00,268.00,256.00,263.78,468268
2023-06-27,264.98,264.98,259.00,259.89,268626
2023-07-03,279.38,279.38,269.00,275.78,927487
2023-07-04,275.99,275.99,267.00,267.84,535836
2023-07-05,269.99,270.50,264.00,264.60,382369
2023-07-06,265.80,275.00,264.99,273.33,2355328
2023-07-07,274.49,275.88,270.55,271.04,548904
2023-07-10,271.00,273.90,268.00,268.86,436660
2023-07-11,269.00,270.95,266.50,267.43,559167
2023-07-12,269.01,269.45,265.39,266.96,744300
2023-07-13,268.90,270.00,264.01,264.64,628557
2023-07-14,263.04,265.10,260.55,261.24,486507
2023-07-17,261.00,261.89,257.50,257.96,482631
2023-07-18,258.01,259.60,255.80,256.38,361372
2023-07-19,258.00,258.00,253.75,254.10,465528
2023-07-20,255.30,261.20,254.00,258.70,547952
2023-07-21,258.50,260.49,257.00,257.44,470248
2023-07-24,257.50,259.00,256.28,256.63,413657
2023-07-25,257.50,258.80,256.00,257.63,388468
2023-07-26,259.01,259.01,256.09,256.64,251652
2023-07-27,256.64,257.90,253.95,254.13,827598
2023-07-31,254.97,256.95,253.50,253.92,707439
2023-08-01,254.79,261.47,254.25,258.44,1325336
2023-08-02,258.00,269.85,258.00,264.69,1944189
2023-08-03,265.90,267.74,262.61,264.07,980915
2023-08-04,263.10,264.50,259.11,259.66,755409
2023-08-07,259.90,261.20,256.20,258.97,528668
2023-08-08,260.00,266.00,259.60,263.10,909115
2023-08-09,263.11,267.50,262.00,264.92,456664
2023-08-10,265.01,268.89,264.50,265.57,883914
2023-08-11,267.45,272.40,264.19,271.05,2209686
2023-08-15,272.50,275.00,271.00,272.82,1077568
2023-08-16,273.98,273.98,267.01,269.07,610456
2023-08-17,252.25,266.00,252.25,257.48,2861091
2023-08-18,258.95,260.00,256.00,256.60,451113
2023-08-21,256.53,256.90,252.70,253.90,361558
2023-08-22,252.99,254.50,252.10,252.96,160829
2023-08-23,253.97,254.00,251.46,252.89,209287
2023-08-24,254.00,259.00,254.00,255.18,884113
2023-08-25,254.75,258.48,253.18,257.66,983902
2023-08-28,258.00,258.11,255.52,257.76,665925
2023-08-29,255.80,258.00,252.00,255.06,412431
2023-08-30,255.00,258.40,252.80,253.29,958579
2023-08-31,253.00,255.00,236.52,246.15,668519
2023-09-01,247.88,249.89,245.53,246.14,221005
2023-09-04,246.99,254.94,246.99,253.22,757480
2023-09-05,253.95,254.49,251.05,254.09,181730
2023-09-06,254.00,254.74,251.75,253.99,208044
2023-09-07,252.98,256.00,252.10,255.49,339404
2023-09-08,255.75,260.00,253.01,253.62,630125
2023-09-11,253.00,255.00,248.80,249.12,271621
2023-09-12,248.05,251.00,247.80,248.06,100529
2023-09-13,248.65,248.74,245.00,247.07,62328
2023-09-14,246.71,248.15,246.70,247.01,58820
2023-09-15,247.89,249.50,246.31,247.08,369702
2023-09-18,247.00,247.93,244.80,245.85,267197
2023-09-19,246.90,247.10,246.01,246.49,83650
2023-09-20,246.49,247.05,245.25,245.65,114337
2023-09-21,247.98,247.98,245.50,246.20,171185
2023-09-22,246.75,246.90,240.50,244.52,294609
2023-09-25,245.02,245.99,242.75,243.02,196080
2023-09-26,244.00,244.99,241.00,241.20,167518
2023-09-27,242.49,242.49,239.24,240.25,303109
2023-09-28,241.70,242.00,238.05,240.14,509554
2023-10-02,243.00,249.60,243.00,247.69,959073
2023-10-03,248.00,255.00,248.00,253.22,761045
2023-10-04,253.01,254.65,250.11,251.83,904841
2023-10-05,251.79,253.60,250.66,252.38,694417
2023-10-06,252.90,254.50,252.40,254.26,334521
2023-10-09,253.95,254.75,252.00,254.21,333677
2023-10-10,254.90,256.89,254.20,256.56,498775
2023-10-11,256.00,264.19,256.00,261.61,1030564
2023-10-12,262.20,268.20,260.21,266.26,1129933
2023-10-13,266.10,275.00,264.00,269.41,999108
2023-10-16,268.50,269.64,266.50,267.21,1319468
2023-10-17,268.00,272.50,266.20,266.90,1869166
2023-10-18,265.00,268.00,264.32,266.13,206136
2023-10-19,265.00,282.50,265.00,279.19,1447460
2023-10-20,277.00,283.90,276.11,279.62,675117
2023-10-23,279.85,285.50,274.50,277.02,1089800
2023-10-24,272.00,274.48,270.11,272.88,631364
2023-10-25,271.11,275.00,268.15,268.85,329702
2023-10-26,269.00,271.75,269.00,269.85,250897
2023-10-27,269.11,271.10,269.00,270.08,231039
2023-10-30,271.99,274.90,270.29,272.38,477113
2023-10-31,272.70,291.00,271.10,281.26,1770965
2023-11-01,283.00,284.90,276.50,277.35,478311
2023-11-02,276.43,283.74,275.00,276.62,679465
2023-11-03,276.55,280.00,270.00,273.84,530933
2023-11-06,274.98,279.90,272.00,279.38,622860
2023-11-07,281.99,283.45,276.66,277.94,773899
2023-11-08,276.20,285.00,276.20,283.65,1736205
2023-11-10,283.01,293.00,283.01,288.85,1040537
2023-11-13,289.00,299.00,289.00,292.64,758563
2023-11-14,292.90,294.75,289.00,291.62,405891
2023-11-15,291.60,294.73,287.50,293.01,384577
2023-11-16,294.00,297.50,292.80,293.55,846310
2023-11-17,294.50,294.50,290.00,290.55,567579
2023-11-20,290.01,291.90,286.06,287.19,363862
2023-11-21,287.00,291.25,286.00,286.63,343079
2023-11-22,286.95,294.30,286.95,293.51,760312
2023-11-23,291.87,296.75,291.87,292.67,325609
2023-11-24,292.67,298.00,291.60,294.84,578090
2023-11-27,296.00,296.90,293.66,295.06,227718
2023-11-28,296.00,299.25,295.50,296.80,1012861
2023-11-29,297.01,302.88,297.00,298.89,1053268
2023-11-30,300.00,302.14,290.10,292.00,1429049
2023-12-01,293.00,305.00,292.20,303.65,1304389
2023-12-04,305.03,316.89,305.03,308.69,1732592
2023-12-05,309.75,313.50,304.50,307.97,693314
2023-12-06,309.00,313.55,309.00,312.35,783107
2023-12-07,313.01,316.85,310.05,311.39,1041236
2023-12-08,312.50,315.75,312.00,314.92,891132
2023-12-11,314.90,323.80,309.00,320.79,2260292
2023-12-12,322.99,329.50,321.00,325.10,1567036
2023-12-13,324.89,327.00,310.00,320.71,1839954
2023-12-14,319.00,323.80,314.90,321.29,877987
2023-12-15,320.00,324.98,318.05,323.69,814544
2023-12-18,322.20,324.99,316.01,316.83,600823
2023-12-19,315.51,316.80,305.01,307.14,1023747
2023-12-20,308.89,308.95,293.53,300.21,1789142
2023-12-21,302.00,303.00,291.76,296.69,754517
2023-12-22,297.88,299.50,292.00,292.86,320583
2023-12-26,292.00,295.00,285.00,285.32,529964
2023-12-27,289.48,290.98,283.76,289.87,564578
2023-12-28,291.95,301.90,289.50,293.45,857017
2023-12-29,296.00,298.20,292.57,294.91,349754
2024-01-01,295.02,301.90,295.02,299.33,345186
2024-01-02,302.00,303.00,295.00,295.84,403982
2024-01-03,296.90,300.80,294.40,296.80,280908
2024-01-04,299.00,303.99,298.00,300.28,1091669
2024-01-05,299.02,299.98,294.93,296.11,287334
2024-01-08,299.99,316.45,299.99,314.88,2091918
2024-01-09,316.00,323.50,316.00,319.09,1056209
2024-01-10,320.47,321.50,312.05,313.55,502738
2024-01-11,312.99,313.99,309.05,309.69,1009273
2024-01-12,312.00,314.88,309.05,310.80,1046365
2024-01-15,311.90,313.00,309.00,309.99,269017
2024-01-16,311.73,311.73,305.70,306.35,291600
2024-01-17,307.70,317.75,306.01,316.16,2822558
2024-01-18,317.00,318.80,311.00,318.16,1113839
2024-01-19,316.00,328.00,316.00,323.52,927204
2024-01-22,324.01,325.00,320.35,322.73,374040
2024-01-23,322.75,327.40,321.00,325.98,732014
2024-01-24,326.16,328.00,324.50,325.85,660605
2024-01-25,325.00,334.40,325.00,332.41,3959018
2024-01-26,332.03,333.50,328.01,329.07,656175
2024-01-29,327.05,329.70,320.10,322.67,506294
2024-01-30,322.67,323.50,311.00,313.41,1104177
2024-01-31,315.00,318.90,314.99,317.66,226952
2024-02-01,316.99,322.72,316.05,321.80,367389
2024-02-02,319.15,325.00,319.15,323.07,414517
2024-02-06,323.00,325.50,319.01,323.07,258606
2024-02-07,325.90,326.89,322.01,323.82,263134
2024-02-09,320.00,320.00,307.02,316.16,413554
2024-02-12,316.20,316.20,308.11,310.14,417799
2024-02-13,309.99,311.89,303.10,308.97,474039
2024-02-14,310.18,317.99,310.18,316.71,549907
2024-02-15,317.00,318.99,307.50,309.62,343153
2024-02-16,309.00,315.50,305.00,305.88,437465
2024-02-19,307.00,312.50,300.52,310.41,319277
2024-02-20,310.62,315.50,310.00,310.87,190394
2024-02-21,315.00,315.89,309.00,313.31,149320
2024-02-22,314.99,314.99,311.00,313.80,151684
2024-02-23,313.80,316.00,308.00,313.81,422905
2024-02-26,308.10,320.00,306.00,315.74,910136
2024-02-27,318.00,324.01,315.01,317.40,439495
2024-02-28,319.20,320.99,318.00,319.36,203722
2024-02-29,320.00,327.50,320.00,323.48,585865
2024-03-01,324.00,347.74,323.03,347.74,1314196
2024-03-04,350.00,360.25,348.11,350.58,1626507
2024-03-05,351.00,358.97,346.10,350.06,611066
2024-03-06,351.22,354.00,343.50,344.49,590006
2024-03-07,343.30,346.40,336.01,341.12,668692
2024-03-08,341.00,352.95,341.00,342.69,1615015
2024-03-11,343.98,344.00,338.00,339.51,345799
2024-03-12,339.51,341.80,333.00,334.64,168367
2024-03-13,335.98,339.00,331.00,334.17,263066
2024-03-14,335.00,335.99,332.00,334.78,203345
2024-03-15,335.00,335.00,332.50,333.22,160536
2024-03-18,335.70,338.00,332.00,334.02,200236
2024-03-19,336.00,337.94,332.02,337.15,260574
2024-03-20,338.00,341.00,336.00,339.85,1477744
2024-03-21,343.00,343.49,337.50,339.46,345109
2024-03-22,338.02,342.45,338.02,340.13,394483
2024-03-25,339.00,344.50,339.00,340.33,165710
2024-03-26,339.50,344.39,335.50,342.93,185309
2024-03-27,344.00,348.50,343.01,347.56,192726
2024-03-28,348.99,362.99,348.00,354.06,449220
2024-03-29,353.90,361.00,349.05,359.28,301008
2024-04-01,359.25,361.99,354.67,359.55,134655
2024-04-02,359.00,360.90,356.01,357.43,77672
2024-04-03,358.30,381.10,358.30,374.89,691686
2024-04-04,378.00,387.99,370.10,378.01,1028955
2024-04-08,376.50,379.75,374.01,376.85,350236
2024-04-09,377.50,378.88,369.00,371.93,322213
2024-04-15,371.00,372.00,361.00,365.67,438274
2024-04-16,366.00,372.00,361.96,364.37,537878
2024-04-17,364.37,367.99,356.00,359.23,279398
2024-04-18,363.70,365.90,354.50,360.23,522011
2024-04-19,362.00,366.35,360.00,365.31,399148
2024-04-22,363.00,366.10,363.00,364.51,297759
2024-04-23,364.01,367.50,361.00,364.38,455207
2024-04-24,363.00,368.64,363.00,364.98,487717
2024-04-25,364.01,369.99,361.01,362.72,467124
2024-04-26,362.72,372.90,361.01,369.10,1057509
2024-04-29,374.90,377.90,367.00,368.24,1403090
2024-04-30,370.85,370.85,367.06,369.01,362760
2024-05-02,370.00,371.25,362.80,363.47,625600
2024-05-03,365.00,366.25,363.00,365.27,394045
2024-05-06,366.30,375.90,366.30,372.41,1174284
2024-05-07,365.00,367.00,359.50,360.08,677883
2024-05-08,361.70,366.00,359.81,361.90,451349
2024-05-09,363.90,364.40,352.00,355.07,569681
2024-05-10,355.31,356.85,332.20,347.15,325431
2024-05-13,348.99,355.00,347.15,352.19,305468
2024-05-14,352.50,358.00,348.06,354.31,276702
2024-05-15,355.00,359.01,349.85,350.89,414895
2024-05-16,353.00,353.25,349.20,349.84,232263
2024-05-17,349.98,355.00,349.50,351.17,186892
2024-05-20,352.90,353.90,340.66,344.40,241655
2024-05-21,346.00,347.70,342.10,344.34,195994
2024-05-22,343.79,345.98,336.00,339.44,213276
2024-05-23,340.00,340.00,336.00,337.77,165590
2024-05-24,339.40,343.90,336.10,338.71,266168
2024-05-27,340.99,340.99,335.80,336.69,411150
2024-05-29,336.90,338.70,330.00,331.50,668285
2024-05-30,333.99,333.99,326.75,327.66,387926
2024-05-31,327.75,340.00,327.66,336.15,563402
2024-06-03,335.49,337.99,330.90,332.05,255656
2024-06-04,332.98,333.99,326.90,327.82,315903
2024-06-05,327.82,330.50,323.33,326.43,244000
2024-06-06,324.52,330.50,324.52,327.78,132107
2024-06-07,327.00,332.00,317.20,326.08,262081
2024-06-10,328.50,328.50,321.00,324.07,124360
2024-06-11,325.99,325.99,316.01,319.70,403643
2024-06-12,322.00,325.00,317.50,322.87,258913
2024-06-13,323.00,334.98,323.00,331.39,571874
2024-06-14,335.88,340.50,330.00,334.46,283340
2024-06-20,330.00,341.96,330.00,337.48,221355
2024-06-21,339.81,341.50,328.11,330.79,413567
2024-06-24,331.15,335.12,328.51,329.91,497287
2024-06-25,331.89,337.99,331.85,336.84,359452
2024-06-26,336.12,341.90,336.07,337.12,265174
2024-06-27,338.00,339.99,331.50,332.11,151427
2024-06-28,331.10,334.90,331.10,332.71,156302
2024-07-01,334.00,335.50,328.50,329.15,251278
2024-07-02,329.16,333.50,329.16,330.26,991298
2024-07-03,332.90,333.35,330.00,330.89,290312
2024-07-04,331.25,333.45,328.99,330.31,315784
2024-07-05,330.31,332.50,325.00,327.79,332743
2024-07-08,328.00,329.80,326.26,327.09,56393
2024-07-09,328.00,329.50,326.00,327.09,190989
2024-07-10,328.99,329.47,325.00,325.16,220517
2024-07-11,327.00,327.00,323.36,325.96,96615
2024-07-12,325.00,327.00,321.90,326.03,149778
2024-07-15,331.33,336.00,330.15,334.58,739891
2024-07-18,335.00,350.00,334.60,348.66,828421
2024-07-19,348.95,349.40,338.11,340.75,473413
2024-07-22,335.00,339.75,328.00,329.38,360490
2024-07-23,330.00,336.01,329.50,332.23,241655
2024-07-24,336.00,337.25,332.20,334.93,151563
2024-07-25,335.00,337.00,330.00,330.42,285598
2024-07-26,330.00,333.00,329.00,329.90,185186
2024-07-29,326.01,332.50,326.01,327.89,304169
2024-07-30,330.00,330.95,328.99,329.88,221434
2024-07-31,326.99,333.50,326.10,331.78,315092
2024-08-01,330.02,332.45,329.00,330.82,97376
2024-08-02,329.11,333.00,329.11,332.19,51779
2024-08-05,332.00,332.00,328.92,329.48,154363
2024-08-06,330.00,333.75,327.10,332.91,379824
2024-08-07,333.33,338.50,333.33,335.19,180795
2024-08-08,332.00,335.92,332.00,333.70,55640
2024-08-09,333.01,338.00,333.01,336.00,107417
2024-08-12,335.02,338.00,329.99,331.52,87136
2024-08-13,331.00,332.96,330.00,332.04,59291
2024-08-15,332.00,337.00,331.00,333.09,112687
2024-08-16,333.10,334.00,330.00,332.57,382184
2024-08-19,333.00,334.00,328.50,332.50,357612
2024-08-20,332.50,333.00,328.51,332.52,355942
2024-08-21,332.50,334.99,331.00,332.67,717723
2024-08-22,332.00,334.00,327.50,328.44,230906
2024-08-23,329.00,329.40,324.80,325.02,235057
2024-08-26,325.99,327.87,317.90,319.36,216758
2024-08-27,321.00,321.00,311.00,311.83,210636
2024-08-28,311.83,318.20,311.83,317.21,316791
2024-08-29,317.25,330.50,317.25,329.98,668844
2024-08-30,330.00,337.70,328.50,330.19,684961
2024-09-02,323.10,323.10,315.00,316.92,183396
2024-09-03,318.00,318.95,315.10,316.66,47866
2024-09-04,317.90,322.00,317.00,319.99,137763
2024-09-05,320.01,324.99,317.00,322.28,154141
2024-09-06,322.00,323.00,319.00,319.90,152037
2024-09-09,320.00,321.95,314.90,316.78,205934
2024-09-10,317.45,325.00,315.00,318.74,301504
2024-09-11,318.13,319.99,315.16,316.83,52643
2024-09-12,319.00,319.00,315.02,317.79,176080
2024-09-13,323.00,323.00,316.00,317.57,185441
2024-09-16,317.58,319.40,314.81,315.09,124734
2024-09-18,317.90,318.10,313.75,315.75,327095
2024-09-19,317.50,323.00,315.80,318.92,990994
2024-09-20,319.50,323.00,317.91,320.92,1870674
2024-09-23,321.00,322.00,315.10,320.30,626961
2024-09-24,318.15,321.99,316.00,317.33,586709
2024-09-25,318.00,319.09,313.00,317.01,760724
2024-09-26,319.00,320.45,313.92,314.39,430917
2024-09-27,318.50,318.50,307.02,309.18,453855
2024-09-30,310.01,311.00,302.78,303.72,386413
2024-10-01,302.11,305.00,302.11,304.13,2552323
2024-10-02,304.00,310.00,302.01,308.71,544603
2024-10-03,310.89,314.25,309.12,311.81,308926
2024-10-04,312.50,314.50,311.00,313.41,552022
2024-10-07,314.98,324.90,310.00,322.55,1863494
2024-10-08,325.00,327.50,324.00,325.66,670233
2024-10-09,325.55,327.98,320.05,323.81,586680
2024-10-10,323.00,325.00,320.00,321.87,1244761
2024-10-11,322.84,323.73,320.40,320.73,107190
2024-10-14,321.00,323.00,316.10,317.13,2595359
2024-10-15,316.90,319.00,313.17,313.84,519912
2024-10-16,314.00,315.95,310.80,312.06,235796
2024-10-17,312.89,313.00,309.85,310.07,207276
2024-10-18,309.50,311.90,307.55,308.17,229598
2024-10-21,308.27,312.51,308.27,310.66,136629
2024-10-22,311.97,317.00,310.04,315.34,329486
2024-10-23,316.00,317.00,311.00,312.27,299951
2024-10-24,313.97,319.19,312.65,316.03,305102
2024-10-25,316.96,324.33,314.01,316.89,673737
2024-10-28,317.00,323.50,313.51,315.34,1004377
2024-10-29,314.34,315.49,310.50,313.64,3009489
2024-10-30,314.50,316.95,309.77,310.54,944997
2024-10-31,310.51,311.95,297.80,299.38,1940669
2024-11-01,300.00,306.00,298.00,304.58,702276
2024-11-04,306.40,313.00,305.00,311.81,1550344
2024-11-05,316.00,316.25,311.00,313.78,628513
2024-11-06,314.00,316.00,312.00,314.04,686136
2024-11-07,309.00,326.00,309.00,323.21,3360384
2024-11-08,324.00,332.39,323.23,324.92,974831
2024-11-11,325.15,330.00,320.00,321.63,526436
2024-11-12,321.00,321.63,314.00,314.99,638317
2024-11-13,318.25,323.52,316.00,319.93,2042978
2024-11-14,320.01,326.77,320.00,320.46,851419
2024-11-15,323.00,323.00,320.00,320.95,311115
2024-11-18,322.00,324.50,320.00,322.72,408822
2024-11-19,323.00,323.00,320.00,320.44,2166313
2024-11-20,321.10,322.40,317.00,320.04,745569
2024-11-21,320.05,344.74,318.50,333.24,3335376
2024-11-22,334.00,344.50,328.15,337.76,3619712
2024-11-25,337.76,339.80,330.00,332.71,948333
2024-11-26,330.51,332.71,315.00,319.20,1015101
2024-11-27,325.00,329.70,320.90,324.30,1261440
2024-11-28,325.51,331.99,323.66,327.23,895631
2024-11-29,329.37,338.00,324.50,335.88,1465597
2024-12-02,339.00,369.00,333.00,358.09,3072536
2024-12-03,362.49,390.96,360.01,380.07,3237133
2024-12-04,381.01,383.00,370.14,377.81,1090966
2024-12-05,378.00,379.99,371.00,373.30,1799473
2024-12-06,380.00,410.00,380.00,407.54,5622094
2024-12-09,408.00,429.44,406.00,418.42,3521896
2024-12-10,422.00,433.98,395.00,410.20,3177358
2024-12-11,415.01,426.50,413.31,418.23,1298734
2024-12-12,419.00,447.45,418.00,439.17,3271966
2024-12-13,444.51,444.51,425.01,431.37,1298995
2024-12-16,432.00,434.00,424.01,425.88,995329
2024-12-17,426.00,435.00,411.01,422.11,1736942
2024-12-18,423.01,433.00,405.25,409.03,1551187
2024-12-19,405.00,409.05,385.00,387.89,1950867
2024-12-20,386.00,399.90,385.00,396.06,858656
2024-12-23,408.99,435.67,405.02,435.67,3890190
2024-12-24,440.00,446.74,425.02,427.89,2593690
2024-12-26,431.00,434.98,422.00,425.72,921301
2024-12-27,424.50,438.00,421.05,425.66,1468616
2024-12-30,430.00,459.00,426.00,451.90,2569139
2024-12-31,460.11,461.00,443.00,445.28,1374271
